cod_procedimiento;consejeria;org_instructor;denominacion;descripcion;siaci;numero_expedientes
263;Consejeria de fomento;Direccion general de vivienda;Línea 2 - Zonas privativas de viviendas y edificios de una vivienda. Orden 40/2017, de 9 de marzo;Orden 40/2017, de 9 de marzo, de la Consejería de Fomento, por la que se establecen las bases reguladoras de las ayudas para el Programa de Fomento de la Rehabilitación Edificatoria.;SKG8;318
582;Consejeria de fomento;Direccion general de vivienda;Orden 161/2018, de 31 de octubre de 2018. Convocatoria 2020;Resolución de 03/06/2020, de la Dirección General de Vivienda, por la que se convocan las ayudas para la adquisición de vivienda habitual y permanente en régimen de propiedad por jóvenes en municipios menores de 5000 habitantes en la anualidad 2020;SL66;309
521;Consejeria de fomento;Direccion general de vivienda;Ayudas a la rehabilitación y sustitución. Línea C.- Actuaciones en viviendas unifamiliares.;Orden 115/2018, de 4 de julio, de la Consejería de Fomento, por la que se establecen las bases reguladoras de las subvenciones para el Programa de Fomento de las áreas de Regeneración y Renovación Urbana y Rural.;SKKF;245
949;Consejeria de fomento;Direccion general de vivienda;Decreto 6/2022, de 25 de enero. Certificación de constitución del depósito de fianzas.;Certificación de constitución de depósito de fianza de arrendamientos urbanos;SLGL;245
1019;Consejeria de fomento;Direccion general de vivienda;Decreto 6/2022, de 25 de enero. Régimen de concierto. Liquidación.;Liquidación ordinaria/extraordinaria de depósito de fianzas en régimen especial de concierto.;SLGN;239
469;Consejeria de fomento;Direccion general de vivienda;Resolución 24/05/2019. Programa 1: Líneas B y C (V. Individuales) - Fomento de la mejora de la eficiencia energética y sostenibilidad de viviendas.;Resolución 24/05/2019. Programa 1: Líneas B y C (Viviendas Individuales). Programa de fomento de la mejora de la eficiencia energética y sostenibilidad de viviendas y el programa de fomento de la conservación, de la mejora de la seguridad de utilización y de la accesibilidad en viviendas;SKG8;226
656;Consejeria de fomento;Direccion general de vivienda;Solicitud de ayuda para contribuir a minimizar el impacto economico y social del covid-19 en los alquileres de vivienda habitual. Convocatoria 21;Solicitud de ayudas para contribuir a minimizar el impacto económico y social del COVID-19 en los alquileres de vivienda habitual.;SLD8;198
168;Consejeria de fomento;Direccion general de vivienda;Ayudas al Informe de Evaluación de Edificios;Orden de 28/04/2015 de la Consejería de Fomento por la que se convocan ayudas a la emision del informe de evaluacion del edificio;SKFK;190
372;Consejeria de fomento;Direccion general de vivienda;Resolución 01/08/2018. Programa 1: Líneas B y C (V. Individuales) - Fomento de la mejora de la eficiencia energética y sostenibilidad de viviendas.;Resolución 01/08/2018. Programa 1: Líneas B y C (Viviendas Individuales). Programa de fomento de la mejora de la eficiencia energética y sostenibilidad de viviendas y el programa de fomento de la conservación, de la mejora de la seguridad de utilización y de la accesibilidad en viviendas;SKG8;163
1179;Consejeria de fomento;Direccion general de vivienda;2024 - SLSM - Solicitud de la ayuda a las actuaciones de rehabilitación a nivel de edificio.;Solicitud de la ayuda a las actuaciones de rehabilitación a nivel de edificio en Castilla-La Mancha, dentro del marco general del plan de recuperación, transformación y resiliencia, para la anualidad 2024.;SLSM;161
947;Consejeria de fomento;Direccion general de vivienda;2022 - SLSM - Solicitud de la ayuda a las actuaciones de rehabilitación a nivel de edificio;Solicitud de la ayuda a las actuaciones de rehabilitación a nivel de edificio en Castilla-La Mancha, dentro del marco general del plan de recuperación, transformación y resiliencia, para la anualidad 2022.;SLSM;133
948;Consejeria de fomento;Direccion general de vivienda;2022 - SLSM - Solicitud de la ayuda Adicional por vulnerabilidad económica en la ejecución de actuaciones de rehabilitación a nivel de edificio.;Solicitud de la ayuda adicional por vulnerabilidad económica en la ejecución de actuaciones de rehabilitación a nivel de edificio en Castilla-La Mancha.;SLSM;101
135;Consejeria de fomento;Direccion general de vivienda;Orden de 02/06/2014;Orden de 02/06/2014, de la Consejería de Fomento, por la que se establecen las bases reguladoras de las ayudas para la rehabilitación y mejora energética de las viviendas, y se convocan las mismas.;SJA8;78
568;Consejeria de fomento;Direccion general de vivienda;Viviendas del parque público de la JCCM. Moratoria Extraordinaria a causa del COVID-19.;Viviendas pertenecientes al parque publico de vivienda JCCM. Moratoria Extraordinaria del pago de la renta para personas en situación de vulnerabilidad económica a causa del COVID-19.;SLD1;77
1181;Consejeria de fomento;Direccion general de vivienda;2024 - SLSM - Solicitud de la ayuda Adicional por vulnerabilidad económica en la ejecución de actuaciones de rehabilitación a nivel de edificio.;Solicitud de la ayuda adicional por vulnerabilidad económica en la ejecución de actuaciones de rehabilitación a nivel de edificio en Castilla-La Mancha. Convocatoria 2024;SLSM;73
875;Consejeria de fomento;Direccion general de vivienda;Decreto 6/2022, de 25 de enero. Régimen de concierto.;Constitución de depósito de fianza en régimen de concierto.;SLGM;71
898;Consejeria de fomento;Direccion general de vivienda;Arrendamiento de vivienda libre a través del programa de alquiler con garantías especiales.;Arrendamiento de vivienda libre a través del programa de alquiler con garantías especiales.;SLQ9;63
615;Consejeria de fomento;Direccion general de vivienda;Resolución 14/10/2020. Programa 1: Ayuda Principal (Línea A) - Fomento de mejora de la eficiencia energética y sostenibilidad en edificios.;Resolución 14/10/2020. Programa 1: Ayuda Principal (Línea A) - Programa de fomento de la mejora de la eficiencia energética y sostenibilidad de viviendas y el programa de fomento de la conservación, de la mejora de la seguridad de utilización y de la accesibilidad en edificios;SL2N;46
556;Consejeria de fomento;Direccion general de vivienda;Ayudas a la rehabilitación y sustitución. Línea A.- Actuaciones en edificios de tipología residencial colectiva.;Orden 115/2018, de 4 de julio, de la Consejería de Fomento, por la que se establecen las bases reguladoras de las subvenciones para el Programa de Fomento de las áreas de Regeneración y Renovación Urbana y Rural.;SKKF;38
413;Consejeria de fomento;Direccion general de vivienda;Resolución 23/10/2018. Programa 1: Ayuda Principal (Línea A) - Fomento de mejora de la eficiencia energética y sostenibilidad en edificios.;Resolución 23/10/2018. Programa 1: Ayuda Principal (Línea A) - Programa de fomento de la mejora de la eficiencia energética y sostenibilidad de viviendas y el programa de fomento de la conservación, de la mejora de la seguridad de utilización y de la accesibilidad en edificios;SL2N;36
616;Consejeria de fomento;Direccion general de vivienda;Resolución 14/10/2020. Programa 1: Ayudas Complementarias (Línea A) - Fomento de mejora de la eficiencia energética y sostenibilidad en edificios.;Resolución 14/10/2020. Programa 1: Ayudas Complementarias (Línea A)- Programa de fomento de la mejora de la eficiencia energética y sostenibilidad de viviendas y el programa de fomento de la conservación, de la mejora de la seguridad de utilización y de la accesibilidad en edificios;SL2N;28
1243;Consejeria de fomento;Direccion general de vivienda;2024 - KM8X - Mejora de la accesibilidad en viviendas. Convocatoria fondos propios.;Orden 129/2024, de 31 de julio, de la Consejería de Fomento, por la que se convocan subvenciones a la mejora de la accesibilidad en las viviendas de Castilla-La Mancha;KM8X;25
292;Consejeria de fomento;Direccion general de vivienda;Orden 92/2017 de 11 de mayo;Orden 92/2017 de 11 de mayo de la Consejería de Fomento por la que se convocan ayudas a la emision del informe de evaluacion del edificio;SKFK;24
69;Consejeria de fomento;Direccion general de vivienda;Orden de 22/12/2014 de la Consejería de Fomento;Orden por la que se establecen las bases de la concesión de subvenciones a municipios de Castilla-La Mancha para la redacción, revisión y adaptación del planeamiento general al Texto Refundido de la Ley de Ordenación del Territorio y de la Actividad Urbanística y se efectúa su convocatoria para el ejercicio 2015;SK1V;20
414;Consejeria de fomento;Direccion general de vivienda;Resolución 23/10/2018. Programa 1: Ayudas Complementarias (Línea A) - Fomento de mejora de la eficiencia energética y sostenibilidad en edificios.;Resolución 23/10/2018. Programa 1: Ayudas Complementarias (Línea A)- Programa de fomento de la mejora de la eficiencia energética y sostenibilidad de viviendas y el programa de fomento de la conservación, de la mejora de la seguridad de utilización y de la accesibilidad en edificios;SL2N;14
569;Consejeria de fomento;Direccion general de vivienda;Viviendas propiedad de la empresa pública GICAMANSA. Moratoria extraordinaria a causa del COVID-19.;Viviendas pertenecientes a la empresa publica GICAMANSA. Moratoria Extraordinaria del pago de la renta para personas en situación de vulnerabilidad económica a causa del COVID-19.;SLD2;14
852;Consejeria de fomento;Direccion general de vivienda;Urbanización y Reurbanización;Orden 115/2018, de 4 de julio, de la Consejería de Fomento, por la que se establecen las bases reguladoras de las subvenciones para el Programa de Fomento de las áreas de Regeneración y Renovación Urbana y Rural.;SKKF;7
449;Consejeria de fomento;Direccion general de vivienda;Declaración y financiación del Área de Regeneración y Renovación Urbana y Rural. Orden 115/2018, de 4 de julio.;Orden 115/2018, de 4 de julio, de la Consejería de Fomento, por la que se establecen las bases reguladoras de las subvenciones para el Programa de Fomento de las Areas de Regeneración y Renovación Urbana y Rural.;SKKG;6
655;Consejeria de fomento;Direccion general de vivienda;Oficina Tecnica (Solicitud de derecho de subvención y abono);Orden 115/2018, de 4 de julio, de la Consejería de Fomento, por la que se establecen las bases reguladoras de las subvenciones para el Programa de Fomento de las áreas de Regeneración y Renovación Urbana y Rural.;SKKF;3
996;Consejeria de hacienda, administraciones publicas y transformacion digital;Direccion general de infraestructuras de las telecomunicaciones y ciberseguridad;Ayuda del programa de emision de bonos digitales para colectivos vulnerables.;Solicitud de ayuda del programa de emision de bonos digitales para colectivos vulnerables, en el marco del plan de recuperación, transformación y resiliencia.;SLX7;1189
1005;Consejeria de hacienda, administraciones publicas y transformacion digital;Direccion general de infraestructuras de las telecomunicaciones y ciberseguridad;Solicitud de informe de afección a bienes de dominio público pecuario y/o forestal;Solicitud de informe de afección a bienes de dominio público pecuario y/o forestal;SLXB;594
931;Consejeria de hacienda, administraciones publicas y transformacion digital;Direccion general de infraestructuras de las telecomunicaciones y ciberseguridad;SLPP. Solicitud de ayudas a la ejecución de diversas acciones de refuerzo de la conectividad en polígonos industriales.;Solicitud de ayudas a la ejecución de diversas acciones de refuerzo de la conectividad en polígonos industriales, centros logísticos  otras áreas de alta concentración empresarial de Castilla-La Mancha en el marco de recuperación, transformación y resiliencia.;SLPP;142
442;Consejeria de hacienda, administraciones publicas y transformacion digital;Direccion general de infraestructuras de las telecomunicaciones y ciberseguridad;Selección y Ejecución de proyectos relativos a la adhesión en puntos de inclusión digital de ámbito municipal. Convocatoria 2019.;Resolución de 06/02/2019 de la D.G. de Telecomunicaciones y Nuevas Tecnologías, por la que se aprueba la convocatoria de expresiones de interés para la selección y ejecución de proyectos, en el marco del Programa Operativo FEDER CLM 2014-2020, relativas a la adhesión de puntos de inclusión digital municipales.;SL5S;42
